,State,Vaccination1,Vaccination2,Date,Confirmed,Recovered,Deceased,Other,Tested,Vaccination3
26945,Sikkim,529315.0,484088.0,2022-01-03,32520,32060,409,0,0,0.0
26946,Sikkim,529315.0,484088.0,2022-01-03,32520,32060,409,0,0,0.0
26947,Sikkim,529315.0,484088.0,2022-01-03,32520,32060,409,0,0,0.0
26948,Tamil Nadu,50395489.0,34408304.0,2022-01-03,2752856,2705696,36796,0,57753206,0.0
26949,Tamil Nadu,50395489.0,34408304.0,2022-01-03,2752856,2705696,36796,0,57753206,0.0
26950,Tamil Nadu,50395489.0,34408304.0,2022-01-03,2752856,2705696,36796,0,57753206,0.0
26951,Telangana,28041087.0,19316191.0,2022-01-03,682971,674892,4031,0,0,0.0
26952,Telangana,28041087.0,19316191.0,2022-01-03,682971,674892,4031,0,0,0.0
26953,Telangana,28041087.0,19316191.0,2022-01-03,682971,674892,4031,0,0,0.0
26954,Tripura,2599677.0,2134047.0,2022-01-03,85165,84115,826,64,2179472,0.0
26955,Tripura,2599677.0,2134047.0,2022-01-03,85165,84115,826,64,2179472,0.0
26956,Tripura,2599677.0,2134047.0,2022-01-03,85165,84115,826,64,2179472,0.0
26957,Uttar Pradesh,129084950.0,74742354.0,2022-01-03,1713107,1687930,22916,0,0,0.0
26958,Uttar Pradesh,129084950.0,74742354.0,2022-01-03,1713107,1687930,22916,0,0,0.0
26959,Uttar Pradesh,129084950.0,74742354.0,2022-01-03,1713107,1687930,22916,0,0,0.0
26960,Uttarakhand,7892017.0,6444766.0,2022-01-03,345653,331398,7419,6313,8564987,0.0
26961,Uttarakhand,7892017.0,6444766.0,2022-01-03,345653,331398,7419,6313,8564987,0.0
26962,Uttarakhand,7892017.0,6444766.0,2022-01-03,345653,331398,7419,6313,8564987,0.0
26963,West Bengal,64851928.0,41057763.0,2022-01-03,1655228,1615248,19794,0,21499077,0.0
26964,West Bengal,64851928.0,41057763.0,2022-01-03,1655228,1615248,19794,0,21499077,0.0
26965,West Bengal,64851928.0,41057763.0,2022-01-03,1655228,1615248,19794,0,21499077,0.0
26966,Andaman and Nicobar Islands,304042.0,294659.0,2022-01-04,7799,7596,129,0,0,0.0
26967,Andaman and Nicobar Islands,304042.0,294659.0,2022-01-04,7799,7596,129,0,0,0.0
26968,Andaman and Nicobar Islands,304042.0,294659.0,2022-01-04,7799,7596,129,0,0,0.0
26969,Andhra Pradesh,40880464.0,30077337.0,2022-01-04,2077942,2061927,14499,0,31425946,0.0
26970,Andhra Pradesh,40880464.0,30077337.0,2022-01-04,2077942,2061927,14499,0,31425946,0.0
26971,Andhra Pradesh,40880464.0,30077337.0,2022-01-04,2077942,2061927,14499,0,31425946,0.0
26972,Arunachal Pradesh,810259.0,652527.0,2022-01-04,55375,55048,282,0,1194498,0.0
26973,Arunachal Pradesh,810259.0,652527.0,2022-01-04,55375,55048,282,0,1194498,0.0
26974,Arunachal Pradesh,810259.0,652527.0,2022-01-04,55375,55048,282,0,1194498,0.0
26975,Assam,22015715.0,16088997.0,2022-01-04,621897,612792,6170,0,0,0.0
26976,Assam,22015715.0,16088997.0,2022-01-04,621897,612792,6170,0,0,0.0
26977,Assam,22015715.0,16088997.0,2022-01-04,621897,612792,6170,0,0,0.0
26978,Bihar,58502682.0,42819233.0,2022-01-04,728766,714447,12096,0,61442021,0.0
26979,Bihar,58502682.0,42819233.0,2022-01-04,728766,714447,12096,0,61442021,0.0
26980,Bihar,58502682.0,42819233.0,2022-01-04,728766,714447,12096,0,61442021,0.0
26981,Chandigarh,1012205.0,776856.0,2022-01-04,66264,64685,1079,0,0,0.0
26982,Chandigarh,1012205.0,776856.0,2022-01-04,66264,64685,1079,0,0,0.0
26983,Chandigarh,1012205.0,776856.0,2022-01-04,66264,64685,1079,0,0,0.0
26984,Chhattisgarh,18138765.0,12407865.0,2022-01-04,1010513,993932,13604,0,0,0.0
26985,Chhattisgarh,18138765.0,12407865.0,2022-01-04,1010513,993932,13604,0,0,0.0
26986,Chhattisgarh,18138765.0,12407865.0,2022-01-04,1010513,993932,13604,0,0,0.0
26987,Dadra and Nagar Haveli and Daman and Diu,719078.0,529923.0,2022-01-04,10701,10687,4,0,0,0.0
26988,Dadra and Nagar Haveli and Daman and Diu,719078.0,529923.0,2022-01-04,10701,10687,4,0,0,0.0
26989,Dadra and Nagar Haveli and Daman and Diu,719078.0,529923.0,2022-01-04,10701,10687,4,0,0,0.0
26990,Delhi,15469220.0,11390811.0,2022-01-04,1463701,1423699,25113,0,0,0.0
26991,Delhi,15469220.0,11390811.0,2022-01-04,1463701,1423699,25113,0,0,0.0
26992,Delhi,15469220.0,11390811.0,2022-01-04,1463701,1423699,25113,0,0,0.0
26993,Goa,1323075.0,1112293.0,2022-01-04,182793,176505,3525,0,0,0.0
26994,Goa,1323075.0,1112293.0,2022-01-04,182793,176505,3525,0,0,0.0
26995,Goa,1323075.0,1112293.0,2022-01-04,182793,176505,3525,0,0,0.0
26996,Gujarat,48322373.0,43029983.0,2022-01-04,837131,819128,10122,0,34773092,0.0
26997,Gujarat,48322373.0,43029983.0,2022-01-04,837131,819128,10122,0,34773092,0.0
26998,Gujarat,48322373.0,43029983.0,2022-01-04,837131,819128,10122,0,34773092,0.0
26999,Haryana,20571826.0,14855060.0,2022-01-04,776842,762717,10066,0,14759333,0.0
27000,Haryana,20571826.0,14855060.0,2022-01-04,776842,762717,10066,0,14759333,0.0
27001,Haryana,20571826.0,14855060.0,2022-01-04,776842,762717,10066,0,14759333,0.0
27002,Himachal Pradesh,6027048.0,5505385.0,2022-01-04,229413,224663,3862,29,0,0.0
27003,Himachal Pradesh,6027048.0,5505385.0,2022-01-04,229413,224663,3862,29,0,0.0
27004,Himachal Pradesh,6027048.0,5505385.0,2022-01-04,229413,224663,3862,29,0,0.0
27005,India,861193945.0,616335469.0,2022-01-04,35018358,34321803,482551,0,683817242,0.0
27006,India,861193945.0,616335469.0,2022-01-04,35018358,34321803,482551,0,683817242,0.0
27007,India,861193945.0,616335469.0,2022-01-04,35018358,34321803,482551,0,683817242,0.0
27008,Jammu and Kashmir,9779255.0,9150993.0,2022-01-04,342001,335930,4530,0,19563849,0.0
27009,Jammu and Kashmir,9779255.0,9150993.0,2022-01-04,342001,335930,4530,0,19563849,0.0
27010,Jammu and Kashmir,9779255.0,9150993.0,2022-01-04,342001,335930,4530,0,19563849,0.0
27011,Jharkhand,18819609.0,11463999.0,2022-01-04,357965,345135,5149,0,0,0.0
27012,Jharkhand,18819609.0,11463999.0,2022-01-04,357965,345135,5149,0,0,0.0
27013,Jharkhand,18819609.0,11463999.0,2022-01-04,357965,345135,5149,0,0,0.0
27014,Karnataka,48749215.0,38970864.0,2022-01-04,3013326,2961410,38355,29,56872133,0.0
27015,Karnataka,48749215.0,38970864.0,2022-01-04,3013326,2961410,38355,29,56872133,0.0
27016,Karnataka,48749215.0,38970864.0,2022-01-04,3013326,2961410,38355,29,56872133,0.0
27017,Kerala,26389139.0,21356664.0,2022-01-04,5258614,5189100,48632,0,41710271,0.0
27018,Kerala,26389139.0,21356664.0,2022-01-04,5258614,5189100,48632,0,41710271,0.0
27019,Kerala,26389139.0,21356664.0,2022-01-04,5258614,5189100,48632,0,41710271,0.0
27020,Ladakh,215484.0,175875.0,2022-01-04,22321,21836,220,0,607247,0.0
27021,Ladakh,215484.0,175875.0,2022-01-04,22321,21836,220,0,607247,0.0
27022,Ladakh,215484.0,175875.0,2022-01-04,22321,21836,220,0,607247,0.0
27023,Lakshadweep,56548.0,52979.0,2022-01-04,10419,10365,51,0,0,0.0
27024,Lakshadweep,56548.0,52979.0,2022-01-04,10419,10365,51,0,0,0.0
27025,Lakshadweep,56548.0,52979.0,2022-01-04,10419,10365,51,0,0,0.0
27026,Madhya Pradesh,53423862.0,50412925.0,2022-01-04,794769,783206,10534,0,0,0.0
27027,Madhya Pradesh,53423862.0,50412925.0,2022-01-04,794769,783206,10534,0,0,0.0
27028,Madhya Pradesh,53423862.0,50412925.0,2022-01-04,794769,783206,10534,0,0,0.0
27029,Maharashtra,81010226.0,54598310.0,2022-01-04,6730494,6518916,141573,3697,69509260,0.0
27030,Maharashtra,81010226.0,54598310.0,2022-01-04,6730494,6518916,141573,3697,69509260,0.0
27031,Maharashtra,81010226.0,54598310.0,2022-01-04,6730494,6518916,141573,3697,69509260,0.0
27032,Manipur,1330193.0,996696.0,2022-01-04,125878,123615,2006,0,1466590,0.0
27033,Manipur,1330193.0,996696.0,2022-01-04,125878,123615,2006,0,1466590,0.0
27034,Manipur,1330193.0,996696.0,2022-01-04,125878,123615,2006,0,1466590,0.0
27035,Meghalaya,1237073.0,887812.0,2022-01-04,84881,83299,1485,0,0,0.0
27036,Meghalaya,1237073.0,887812.0,2022-01-04,84881,83299,1485,0,0,0.0
27037,Meghalaya,1237073.0,887812.0,2022-01-04,84881,83299,1485,0,0,0.0
27038,Mizoram,747060.0,587487.0,2022-01-04,142691,139976,553,0,0,0.0
27039,Mizoram,747060.0,587487.0,2022-01-04,142691,139976,553,0,0,0.0
27040,Mizoram,747060.0,587487.0,2022-01-04,142691,139976,553,0,0,0.0
27041,Nagaland,759089.0,577008.0,2022-01-04,32210,30375,686,1087,424233,0.0
27042,Nagaland,759089.0,577008.0,2022-01-04,32210,30375,686,1087,424233,0.0
27043,Nagaland,759089.0,577008.0,2022-01-04,32210,30375,686,1087,424233,0.0
27044,Odisha,29648929.0,21346892.0,2022-01-04,1056660,1045376,8464,0,25752819,0.0
27045,Odisha,29648929.0,21346892.0,2022-01-04,1056660,1045376,8464,0,25752819,0.0
27046,Odisha,29648929.0,21346892.0,2022-01-04,1056660,1045376,8464,0,25752819,0.0
27047,Puducherry,848618.0,569573.0,2022-01-04,129619,127524,1881,0,2053558,0.0
27048,Puducherry,848618.0,569573.0,2022-01-04,129619,127524,1881,0,2053558,0.0
27049,Puducherry,848618.0,569573.0,2022-01-04,129619,127524,1881,0,2053558,0.0
27050,Punjab,17238530.0,9495007.0,2022-01-04,606927,587588,16653,0,16882174,0.0
27051,Punjab,17238530.0,9495007.0,2022-01-04,606927,587588,16653,0,16882174,0.0
27052,Punjab,17238530.0,9495007.0,2022-01-04,606927,587588,16653,0,16882174,0.0
27053,Rajasthan,47872460.0,35616556.0,2022-01-04,958570,946422,8965,0,16338955,0.0
27054,Rajasthan,47872460.0,35616556.0,2022-01-04,958570,946422,8965,0,16338955,0.0
27055,Rajasthan,47872460.0,35616556.0,2022-01-04,958570,946422,8965,0,16338955,0.0
27056,Sikkim,532758.0,484208.0,2022-01-04,32530,32064,409,0,0,0.0
27057,Sikkim,532758.0,484208.0,2022-01-04,32530,32064,409,0,0,0.0
27058,Sikkim,532758.0,484208.0,2022-01-04,32530,32064,409,0,0,0.0
27059,Tamil Nadu,50862410.0,34521963.0,2022-01-04,2755587,2706370,36805,0,57857004,0.0
27060,Tamil Nadu,50862410.0,34521963.0,2022-01-04,2755587,2706370,36805,0,57857004,0.0
27061,Tamil Nadu,50862410.0,34521963.0,2022-01-04,2755587,2706370,36805,0,57857004,0.0
27062,Telangana,28145663.0,19496373.0,2022-01-04,684023,675132,4033,0,0,0.0
27063,Telangana,28145663.0,19496373.0,2022-01-04,684023,675132,4033,0,0,0.0
27064,Telangana,28145663.0,19496373.0,2022-01-04,684023,675132,4033,0,0,0.0
27065,Tripura,2625204.0,2135408.0,2022-01-04,85211,84120,826,64,2182319,0.0
27066,Tripura,2625204.0,2135408.0,2022-01-04,85211,84120,826,64,2182319,0.0
27067,Tripura,2625204.0,2135408.0,2022-01-04,85211,84120,826,64,2182319,0.0
27068,Uttar Pradesh,129847295.0,75426990.0,2022-01-04,1714096,1688007,22916,0,0,0.0
27069,Uttar Pradesh,129847295.0,75426990.0,2022-01-04,1714096,1688007,22916,0,0,0.0
27070,Uttar Pradesh,129847295.0,75426990.0,2022-01-04,1714096,1688007,22916,0,0,0.0
27071,Uttarakhand,7989327.0,6469164.0,2022-01-04,345963,331509,7420,6380,8580902,0.0
27072,Uttarakhand,7989327.0,6469164.0,2022-01-04,345963,331509,7420,6380,8580902,0.0
27073,Uttarakhand,7989327.0,6469164.0,2022-01-04,345963,331509,7420,6380,8580902,0.0
27074,West Bengal,65138012.0,41652900.0,2022-01-04,1664301,1619016,19810,0,21546941,0.0
27075,West Bengal,65138012.0,41652900.0,2022-01-04,1664301,1619016,19810,0,21546941,0.0
27076,West Bengal,65138012.0,41652900.0,2022-01-04,1664301,1619016,19810,0,21546941,0.0
27077,Andaman and Nicobar Islands,308144.0,295043.0,2022-01-05,7824,7604,129,0,0,0.0
27078,Andaman and Nicobar Islands,308144.0,295043.0,2022-01-05,7824,7604,129,0,0,0.0
27079,Andaman and Nicobar Islands,308144.0,295043.0,2022-01-05,7824,7604,129,0,0,0.0
27080,Andhra Pradesh,41287224.0,30143808.0,2022-01-05,2078376,2062029,14499,0,31458731,0.0
27081,Andhra Pradesh,41287224.0,30143808.0,2022-01-05,2078376,2062029,14499,0,31458731,0.0
27082,Andhra Pradesh,41287224.0,30143808.0,2022-01-05,2078376,2062029,14499,0,31458731,0.0
27083,Arunachal Pradesh,815041.0,653660.0,2022-01-05,55407,55050,282,0,1194995,0.0
27084,Arunachal Pradesh,815041.0,653660.0,2022-01-05,55407,55050,282,0,1194995,0.0
27085,Arunachal Pradesh,815041.0,653660.0,2022-01-05,55407,55050,282,0,1194995,0.0
27086,Assam,22147778.0,16137573.0,2022-01-05,622488,612988,6174,0,0,0.0
27087,Assam,22147778.0,16137573.0,2022-01-05,622488,612988,6174,0,0,0.0
27088,Assam,22147778.0,16137573.0,2022-01-05,622488,612988,6174,0,0,0.0
27089,Bihar,58950326.0,42981762.0,2022-01-05,730425,714631,12096,0,61606429,0.0
27090,Bihar,58950326.0,42981762.0,2022-01-05,730425,714631,12096,0,61606429,0.0
27091,Bihar,58950326.0,42981762.0,2022-01-05,730425,714631,12096,0,61606429,0.0
27092,Chandigarh,1022279.0,783923.0,2022-01-05,66493,64748,1080,0,0,0.0
27093,Chandigarh,1022279.0,783923.0,2022-01-05,66493,64748,1080,0,0,0.0
27094,Chandigarh,1022279.0,783923.0,2022-01-05,66493,64748,1080,0,0,0.0
27095,Chhattisgarh,18351778.0,12469361.0,2022-01-05,1012128,993961,13605,0,0,0.0
27096,Chhattisgarh,18351778.0,12469361.0,2022-01-05,1012128,993961,13605,0,0,0.0
27097,Chhattisgarh,18351778.0,12469361.0,2022-01-05,1012128,993961,13605,0,0,0.0
27098,Dadra and Nagar Haveli and Daman and Diu,724932.0,532741.0,2022-01-05,10705,10687,4,0,0,0.0
27099,Dadra and Nagar Haveli and Daman and Diu,724932.0,532741.0,2022-01-05,10705,10687,4,0,0,0.0
27100,Dadra and Nagar Haveli and Daman and Diu,724932.0,532741.0,2022-01-05,10705,10687,4,0,0,0.0
27101,Delhi,15559139.0,11442428.0,2022-01-05,1474366,1425938,25121,0,33087913,0.0
27102,Delhi,15559139.0,11442428.0,2022-01-05,1474366,1425938,25121,0,33087913,0.0
27103,Delhi,15559139.0,11442428.0,2022-01-05,1474366,1425938,25121,0,33087913,0.0
27104,Goa,1335901.0,1115038.0,2022-01-05,183795,176551,3526,0,0,0.0
27105,Goa,1335901.0,1115038.0,2022-01-05,183795,176551,3526,0,0,0.0
27106,Goa,1335901.0,1115038.0,2022-01-05,183795,176551,3526,0,0,0.0
27107,Gujarat,48706735.0,43150536.0,2022-01-05,840481,819364,10123,0,34852871,0.0
27108,Gujarat,48706735.0,43150536.0,2022-01-05,840481,819364,10123,0,34852871,0.0
27109,Gujarat,48706735.0,43150536.0,2022-01-05,840481,819364,10123,0,34852871,0.0
27110,Haryana,20803647.0,14960304.0,2022-01-05,779018,762893,10066,0,14803343,0.0
27111,Haryana,20803647.0,14960304.0,2022-01-05,779018,762893,10066,0,14803343,0.0
27112,Haryana,20803647.0,14960304.0,2022-01-05,779018,762893,10066,0,14803343,0.0
27113,Himachal Pradesh,6084481.0,5506939.0,2022-01-05,229787,224678,3863,30,0,0.0
27114,Himachal Pradesh,6084481.0,5506939.0,2022-01-05,229787,224678,3863,30,0,0.0
27115,Himachal Pradesh,6084481.0,5506939.0,2022-01-05,229787,224678,3863,30,0,0.0
27116,India,867789785.0,619312338.0,2022-01-05,35109286,34341009,482876,0,685305751,0.0
27117,India,867789785.0,619312338.0,2022-01-05,35109286,34341009,482876,0,685305751,0.0
27118,India,867789785.0,619312338.0,2022-01-05,35109286,34341009,482876,0,685305751,0.0
27119,Jammu and Kashmir,9824169.0,9188602.0,2022-01-05,342419,336070,4530,0,19623565,0.0
27120,Jammu and Kashmir,9824169.0,9188602.0,2022-01-05,342419,336070,4530,0,19623565,0.0
27121,Jammu and Kashmir,9824169.0,9188602.0,2022-01-05,342419,336070,4530,0,19623565,0.0
27122,Jharkhand,18967145.0,11548917.0,2022-01-05,361518,345379,5149,0,0,0.0
27123,Jharkhand,18967145.0,11548917.0,2022-01-05,361518,345379,5149,0,0,0.0
27124,Jharkhand,18967145.0,11548917.0,2022-01-05,361518,345379,5149,0,0,0.0
27125,Karnataka,49213473.0,39213859.0,2022-01-05,3017572,2961772,38357,29,56999461,0.0
27126,Karnataka,49213473.0,39213859.0,2022-01-05,3017572,2961772,38357,29,56999461,0.0
27127,Karnataka,49213473.0,39213859.0,2022-01-05,3017572,2961772,38357,29,56999461,0.0
27128,Kerala,26405247.0,21388475.0,2022-01-05,5263415,5190913,48890,0,41781369,0.0
27129,Kerala,26405247.0,21388475.0,2022-01-05,5263415,5190913,48890,0,41781369,0.0
27130,Kerala,26405247.0,21388475.0,2022-01-05,5263415,5190913,48890,0,41781369,0.0
27131,Ladakh,218377.0,175936.0,2022-01-05,22349,21891,221,0,607636,0.0
27132,Ladakh,218377.0,175936.0,2022-01-05,22349,21891,221,0,607636,0.0
27133,Ladakh,218377.0,175936.0,2022-01-05,22349,21891,221,0,607636,0.0
27134,Lakshadweep,57190.0,53002.0,2022-01-05,10419,10365,51,0,0,0.0
27135,Lakshadweep,57190.0,53002.0,2022-01-05,10419,10365,51,0,0,0.0
27136,Lakshadweep,57190.0,53002.0,2022-01-05,10419,10365,51,0,0,0.0
27137,Madhya Pradesh,54282828.0,50441542.0,2022-01-05,795363,783284,10535,0,0,0.0
27138,Madhya Pradesh,54282828.0,50441542.0,2022-01-05,795363,783284,10535,0,0,0.0
27139,Madhya Pradesh,54282828.0,50441542.0,2022-01-05,795363,783284,10535,0,0,0.0
27140,Maharashtra,81521285.0,54935852.0,2022-01-05,6757032,6524247,141581,3699,69777007,0.0
27141,Maharashtra,81521285.0,54935852.0,2022-01-05,6757032,6524247,141581,3699,69777007,0.0
27142,Maharashtra,81521285.0,54935852.0,2022-01-05,6757032,6524247,141581,3699,69777007,0.0
27143,Manipur,1333131.0,999535.0,2022-01-05,125905,123629,2008,0,1468552,0.0
27144,Manipur,1333131.0,999535.0,2022-01-05,125905,123629,2008,0,1468552,0.0
27145,Manipur,1333131.0,999535.0,2022-01-05,125905,123629,2008,0,1468552,0.0
27146,Meghalaya,1240444.0,890087.0,2022-01-05,84931,83301,1485,0,0,0.0
27147,Meghalaya,1240444.0,890087.0,2022-01-05,84931,83301,1485,0,0,0.0
27148,Meghalaya,1240444.0,890087.0,2022-01-05,84931,83301,1485,0,0,0.0
27149,Mizoram,750896.0,588845.0,2022-01-05,143193,140067,554,0,0,0.0
27150,Mizoram,750896.0,588845.0,2022-01-05,143193,140067,554,0,0,0.0
27151,Mizoram,750896.0,588845.0,2022-01-05,143193,140067,554,0,0,0.0
27152,Nagaland,759908.0,578117.0,2022-01-05,32216,30377,686,1089,424927,0.0
27153,Nagaland,759908.0,578117.0,2022-01-05,32216,30377,686,1089,424927,0.0
27154,Nagaland,759908.0,578117.0,2022-01-05,32216,30377,686,1089,424927,0.0
27155,Odisha,29799056.0,21519597.0,2022-01-05,1057876,1045514,8466,0,25821697,0.0
27156,Odisha,29799056.0,21519597.0,2022-01-05,1057876,1045514,8466,0,25821697,0.0
27157,Odisha,29799056.0,21519597.0,2022-01-05,1057876,1045514,8466,0,25821697,0.0
27158,Puducherry,854798.0,572214.0,2022-01-05,129692,127533,1881,0,2056978,0.0
27159,Puducherry,854798.0,572214.0,2022-01-05,129692,127533,1881,0,2056978,0.0
27160,Puducherry,854798.0,572214.0,2022-01-05,129692,127533,1881,0,2056978,0.0
27161,Punjab,17293753.0,9568951.0,2022-01-05,608723,587632,16657,0,16905814,0.0
27162,Punjab,17293753.0,9568951.0,2022-01-05,608723,587632,16657,0,16905814,0.0
27163,Punjab,17293753.0,9568951.0,2022-01-05,608723,587632,16657,0,16905814,0.0
27164,Rajasthan,48395384.0,35747050.0,2022-01-05,960453,946470,8967,0,16395571,0.0
27165,Rajasthan,48395384.0,35747050.0,2022-01-05,960453,946470,8967,0,16395571,0.0
27166,Rajasthan,48395384.0,35747050.0,2022-01-05,960453,946470,8967,0,16395571,0.0
27167,Sikkim,536080.0,484314.0,2022-01-05,32543,32069,409,0,0,0.0
27168,Sikkim,536080.0,484314.0,2022-01-05,32543,32069,409,0,0,0.0
27169,Sikkim,536080.0,484314.0,2022-01-05,32543,32069,409,0,0,0.0
27170,Tamil Nadu,51293314.0,34624498.0,2022-01-05,2760449,2707058,36814,0,57974615,0.0
27171,Tamil Nadu,51293314.0,34624498.0,2022-01-05,2760449,2707058,36814,0,57974615,0.0
27172,Tamil Nadu,51293314.0,34624498.0,2022-01-05,2760449,2707058,36814,0,57974615,0.0
27173,Telangana,28347937.0,19637134.0,2022-01-05,685543,675341,4034,0,0,0.0
27174,Telangana,28347937.0,19637134.0,2022-01-05,685543,675341,4034,0,0,0.0
27175,Telangana,28347937.0,19637134.0,2022-01-05,685543,675341,4034,0,0,0.0
27176,Tripura,2639822.0,2136511.0,2022-01-05,85294,84126,826,64,2185336,0.0
27177,Tripura,2639822.0,2136511.0,2022-01-05,85294,84126,826,64,2185336,0.0
27178,Tripura,2639822.0,2136511.0,2022-01-05,85294,84126,826,64,2185336,0.0
27179,Uttar Pradesh,130668878.0,76101865.0,2022-01-05,1716132,1688058,22916,0,0,0.0
27180,Uttar Pradesh,130668878.0,76101865.0,2022-01-05,1716132,1688058,22916,0,0,0.0
27181,Uttar Pradesh,130668878.0,76101865.0,2022-01-05,1716132,1688058,22916,0,0,0.0
27182,Uttarakhand,8055176.0,6495054.0,2022-01-05,346468,331628,7420,6420,8599349,0.0
27183,Uttarakhand,8055176.0,6495054.0,2022-01-05,346468,331628,7420,6420,8599349,0.0
27184,Uttarakhand,8055176.0,6495054.0,2022-01-05,346468,331628,7420,6420,8599349,0.0
27185,West Bengal,65402855.0,41901371.0,2022-01-05,1678323,1625454,19827,0,21607452,0.0
27186,West Bengal,65402855.0,41901371.0,2022-01-05,1678323,1625454,19827,0,21607452,0.0
27187,West Bengal,65402855.0,41901371.0,2022-01-05,1678323,1625454,19827,0,21607452,0.0
27188,Andaman and Nicobar Islands,311212.0,295445.0,2022-01-06,7848,7614,129,0,0,0.0
27189,Andaman and Nicobar Islands,311212.0,295445.0,2022-01-06,7848,7614,129,0,0,0.0
27190,Andaman and Nicobar Islands,311212.0,295445.0,2022-01-06,7848,7614,129,0,0,0.0
27191,Andhra Pradesh,41601906.0,30339861.0,2022-01-06,2078923,2062157,14500,0,31458731,0.0
27192,Andhra Pradesh,41601906.0,30339861.0,2022-01-06,2078923,2062157,14500,0,31458731,0.0
27193,Andhra Pradesh,41601906.0,30339861.0,2022-01-06,2078923,2062157,14500,0,31458731,0.0
27194,Arunachal Pradesh,819038.0,654613.0,2022-01-06,55436,55051,282,0,1195454,0.0
27195,Arunachal Pradesh,819038.0,654613.0,2022-01-06,55436,55051,282,0,1195454,0.0
27196,Arunachal Pradesh,819038.0,654613.0,2022-01-06,55436,55051,282,0,1195454,0.0
27197,Assam,22319738.0,16193155.0,2022-01-06,623332,613120,6176,0,0,0.0
27198,Assam,22319738.0,16193155.0,2022-01-06,623332,613120,6176,0,0,0.0
27199,Assam,22319738.0,16193155.0,2022-01-06,623332,613120,6176,0,0,0.0
27200,Bihar,59468000.0,43159924.0,2022-01-06,732804,714920,12098,0,61780174,0.0
27201,Bihar,59468000.0,43159924.0,2022-01-06,732804,714920,12098,0,61780174,0.0
27202,Bihar,59468000.0,43159924.0,2022-01-06,732804,714920,12098,0,61780174,0.0
27203,Chandigarh,1031720.0,790907.0,2022-01-06,66824,64765,1080,0,0,0.0
27204,Chandigarh,1031720.0,790907.0,2022-01-06,66824,64765,1080,0,0,0.0
27205,Chandigarh,1031720.0,790907.0,2022-01-06,66824,64765,1080,0,0,0.0
27206,Chhattisgarh,18551194.0,12520067.0,2022-01-06,1014528,994017,13606,0,0,0.0
27207,Chhattisgarh,18551194.0,12520067.0,2022-01-06,1014528,994017,13606,0,0,0.0
27208,Chhattisgarh,18551194.0,12520067.0,2022-01-06,1014528,994017,13606,0,0,0.0
27209,Dadra and Nagar Haveli and Daman and Diu,728800.0,535850.0,2022-01-06,10730,10688,4,0,0,0.0
27210,Dadra and Nagar Haveli and Daman and Diu,728800.0,535850.0,2022-01-06,10730,10688,4,0,0,0.0
27211,Dadra and Nagar Haveli and Daman and Diu,728800.0,535850.0,2022-01-06,10730,10688,4,0,0,0.0
27212,Delhi,15687960.0,11514282.0,2022-01-06,1489463,1432838,25127,0,33186347,0.0
27213,Delhi,15687960.0,11514282.0,2022-01-06,1489463,1432838,25127,0,33186347,0.0
27214,Delhi,15687960.0,11514282.0,2022-01-06,1489463,1432838,25127,0,33186347,0.0
27215,Goa,1345400.0,1117855.0,2022-01-06,184766,176625,3528,0,0,0.0
27216,Goa,1345400.0,1117855.0,2022-01-06,184766,176625,3528,0,0,0.0
27217,Goa,1345400.0,1117855.0,2022-01-06,184766,176625,3528,0,0,0.0
27218,Gujarat,49097207.0,43261766.0,2022-01-06,844694,820224,10124,0,34933138,0.0
27219,Gujarat,49097207.0,43261766.0,2022-01-06,844694,820224,10124,0,34933138,0.0
27220,Gujarat,49097207.0,43261766.0,2022-01-06,844694,820224,10124,0,34933138,0.0
27221,Haryana,21077213.0,15080882.0,2022-01-06,781696,763694,10067,0,14847499,0.0
27222,Haryana,21077213.0,15080882.0,2022-01-06,781696,763694,10067,0,14847499,0.0
27223,Haryana,21077213.0,15080882.0,2022-01-06,781696,763694,10067,0,14847499,0.0
27224,Himachal Pradesh,6129828.0,5508907.0,2022-01-06,230285,224738,3863,29,0,0.0
27225,Himachal Pradesh,6129828.0,5508907.0,2022-01-06,230285,224738,3863,29,0,0.0
27226,Himachal Pradesh,6129828.0,5508907.0,2022-01-06,230285,224738,3863,29,0,0.0
27227,India,874309879.0,622689266.0,2022-01-06,35226386,34371845,483178,0,686819128,0.0
27228,India,874309879.0,622689266.0,2022-01-06,35226386,34371845,483178,0,686819128,0.0
27229,India,874309879.0,622689266.0,2022-01-06,35226386,34371845,483178,0,686819128,0.0
27230,Jammu and Kashmir,9880293.0,9238820.0,2022-01-06,342768,336186,4533,0,19675328,0.0
27231,Jammu and Kashmir,9880293.0,9238820.0,2022-01-06,342768,336186,4533,0,19675328,0.0
27232,Jammu and Kashmir,9880293.0,9238820.0,2022-01-06,342768,336186,4533,0,19675328,0.0
27233,Jharkhand,19109387.0,11622796.0,2022-01-06,365222,345814,5153,0,0,0.0
27234,Jharkhand,19109387.0,11622796.0,2022-01-06,365222,345814,5153,0,0,0.0
27235,Jharkhand,19109387.0,11622796.0,2022-01-06,365222,345814,5153,0,0,0.0
27236,Karnataka,49536251.0,39360737.0,2022-01-06,3022603,2962043,38358,29,57126655,0.0
27237,Karnataka,49536251.0,39360737.0,2022-01-06,3022603,2962043,38358,29,57126655,0.0
27238,Karnataka,49536251.0,39360737.0,2022-01-06,3022603,2962043,38358,29,57126655,0.0
